"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"284",6.51215208139241,-1.54904102934968,0.469448663332608,-3.29970271584771,0.000967872972192404,0.0290865578409262
"768",1044.64733113598,1.35052835647724,0.303371473603264,4.45173153703766,8.51806194985248e-06,0.00140852238670775
"1133",13.2777416491251,1.60057801548644,0.517205040809264,3.09466824411076,0.00197033150598506,0.0470238910964475
"1143",3484.61833995366,1.99579416803271,0.56783903036545,3.51471818826589,0.000440220874671325,0.0161763702359384
"1548",2772.58123997268,3.04615873278343,0.637305091141826,4.77974956598226,1.75513681949902e-06,0.00055232708696929
"1549",91.7485360936076,1.66810215236721,0.512847248857644,3.25262962038477,0.0011434243147914,0.0324824919079741
"2175",3.00018093683808,-3.10591357792746,0.86958003651429,-3.57173974505845,0.00035461771694196,0.0134580330282072
"2556",10.4045499147741,-1.96985379101283,0.574560564477456,-3.42845282603819,0.000607032021720508,0.0203663642069996
"2904",4.51368605475238,-2.3548823770747,0.647162550212348,-3.63878035943521,0.000273932302623635,0.0115300596467948
"3061",24229.9414266248,2.14467920997908,0.408124710587722,5.25496044307296,1.48056289969866e-07,0.00011425010376008
"3064",232.739539221211,1.33514776045367,0.420075499328612,3.17835189766501,0.00148114865784656,0.0385265072237616
"3066",87929.2994065666,2.3409773979755,0.46271266227596,5.05924645861399,4.20916539850147e-07,0.000243605447438273
"3070",143.120829125455,2.01455580650561,0.472965445243283,4.25941435419107,2.04963213400892e-05,0.00213039315325566
"3431",532.906107138979,2.75776565914314,0.634492069700583,4.34641470057228,1.38380829803027e-05,0.00177973122774448
"3432",91.7881277161846,2.15790334930454,0.568330366711218,3.79691720819314,0.00014650669273046,0.00721902398958191
"3714",22.2961766993489,2.89438387261114,0.710258659653984,4.07511240203842,4.59921267970063e-05,0.00344338204512341
"3853",36.4013573207438,2.03422119048455,0.64938718755056,3.13252436987167,0.00173310039310335,0.0426822064897262
"4625",412.934395692854,1.62901320701811,0.504164923297721,3.23111174883569,0.0012330971997815,0.033316395632784
"5191",6.48054025463484,2.61345867097013,0.825661658588114,3.16529009647749,0.0015492840063165,0.039413104116733
"5980",35.7121532462459,2.09576316838138,0.652056749761262,3.21408093566811,0.00130862780904228,0.0348215330796881
"6415",37.2137686161286,-2.88460566472504,0.605645791711618,-4.76285925569274,1.90868971738848e-06,0.00055232708696929
"6681",414.32552671061,1.4280635011723,0.389709069658168,3.66443486271675,0.000247885313402732,0.010827443406176
"7070",1633.51613822268,2.05574285680963,0.51058030794755,4.02628700090958,5.66645209276829e-05,0.00385818723375253
"8046",220.428284827569,1.55042527085117,0.448277843181131,3.45862570375736,0.000542938848879125,0.0190439914417451
"8047",1119.89423346534,2.18958553070733,0.574569238398355,3.81082972142909,0.00013850114672044,0.00712511454795151
"9450",5704.14063918711,1.75660954734295,0.409351482732091,4.29120113507102,1.7770925856867e-05,0.0020532600967078
"9454",2239.45018030845,3.1884246570819,0.683152821403619,4.66722021367181,3.05302063888556e-06,0.00059300218377396
"10569",11.4236419259173,2.34297317236836,0.688415378729182,3.40342944792067,0.000665455967604898,0.0216976135916245
"10882",62.5070897376571,2.55986973901122,0.623518170580624,4.10552548392849,4.03396806600916e-05,0.00344338204512341
"12931",113.322342524231,1.49724895062376,0.394342745086908,3.79682134203783,0.00014656333801743,0.00721902398958191
"12932",7100.91058092834,1.22546350955655,0.323951298202325,3.78286340063123,0.000155034506220027,0.00747718503957003
"13638",125.417772387457,1.58052882740701,0.476054540517127,3.32005829771127,0.000899986521031292,0.0281549837322627
"14037",3.97117914728033,2.4132684476898,0.758041561600419,3.18355690497335,0.00145477515373324,0.0382705054646869
"14172",23.0986136419759,2.24848384925561,0.503797959820199,4.46306660324324,8.07949253326957e-06,0.00140852238670775
"14935",78.0844993379469,2.56644014354139,0.603842392621907,4.2501821251698,2.13596767455942e-05,0.00213039315325566
"15175",316.639423832968,1.33380367976094,0.412935510287247,3.23005323236338,0.00123767171681184,0.033316395632784
"15604",1073.47150521646,1.70046951200272,0.474904364236125,3.58065673862124,0.000342731673442855,0.0132237304003368
"16738",58.6732291369864,1.40203396350616,0.423051212831439,3.31409985595476,0.000919386673384853,0.0283784019851458
"18107",37.4957787381526,3.11215247916832,0.745431206277651,4.17496940423117,2.98026105078785e-05,0.00275972173302955
"19129",11.5642892120349,1.23476219426144,0.380627851779705,3.24401430028846,0.00117857829025518,0.0328196041517335
"19682",17.0588928884567,4.75257933126144,0.882549699642425,5.38505574608093,7.24221989985126e-08,8.38286953407783e-05
"20409",7.05959564781405,-2.161783743492,0.625831373331012,-3.45425914329898,0.000551806865165893,0.0190661625799857
"22783",6.60113660259267,3.28163597264868,0.99284937504993,3.30527072395412,0.000948847003209055,0.0289023791109074
"22806",14.7405726609849,1.8119100611146,0.483031167157933,3.75112453255458,0.000176043229635269,0.00815080153211297
"24309",14.3776808165174,-1.56890771683089,0.4982465783391,-3.14885798525868,0.00163909828608112,0.0408012100244924
"24618",121.782608374664,1.63452478216649,0.424144947147202,3.85369386847658,0.000116349056116225,0.00635915172527499
"24765",17509.5386419438,2.05920797178558,0.467062324032692,4.40885052342919,1.03920717135201e-05,0.00150360287604994
"24766",2778.54199194905,1.80697098633887,0.408955567349557,4.41850198555765,9.93873673818042e-06,0.00150360287604994
"24769",949.722261933605,1.58793485932904,0.439680276713961,3.61156718513006,0.000304352211953118,0.0124222112852066
"24951",51.887120584897,1.63478269622799,0.423593971559242,3.85931530189248,0.000113705156189744,0.00635915172527499
